index,workclass,education,marital.status,occupation,cluster
13869,Private,HS-grad,Married-civ-spouse,Craft-repair,0
13870,Private,11th,Divorced,Other-service,0
13871,Private,Some-college,Married-civ-spouse,Exec-managerial,0
13872,Private,Some-college,Married-civ-spouse,Transport-moving,0
13873,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
13874,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,0
13875,Private,10th,Never-married,Other-service,1
13877,Private,Bachelors,Never-married,Tech-support,1
13879,Self-emp-not-inc,Assoc-voc,Divorced,Sales,0
13880,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
13881,Private,Masters,Divorced,Exec-managerial,0
13882,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
13883,Private,Some-college,Divorced,Exec-managerial,1
13884,Private,12th,Divorced,Transport-moving,0
13885,Private,Bachelors,Never-married,Prof-specialty,1
13886,Private,11th,Never-married,Handlers-cleaners,1
13887,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,0
13889,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
13890,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
13891,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
13892,Private,Masters,Married-civ-spouse,Exec-managerial,0
13893,Private,Bachelors,Never-married,Prof-specialty,1
13894,Private,7th-8th,Never-married,Machine-op-inspct,1
13895,Private,HS-grad,Married-civ-spouse,Prof-specialty,0
13896,Private,11th,Never-married,Tech-support,1
13897,Private,11th,Never-married,Other-service,1
13898,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
13899,Private,11th,Never-married,Craft-repair,0
13900,Private,HS-grad,Divorced,Sales,0
13901,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0
13902,Private,HS-grad,Separated,Craft-repair,0
13903,Private,Some-college,Never-married,Sales,1
13904,Private,5th-6th,Never-married,Other-service,1
13905,Private,Bachelors,Separated,Other-service,0
13906,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
13907,Federal-gov,Bachelors,Never-married,Prof-specialty,1
13908,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
13909,Private,HS-grad,Divorced,Exec-managerial,0
13910,Local-gov,Bachelors,Divorced,Prof-specialty,0
13911,Private,10th,Married-civ-spouse,Handlers-cleaners,0
13912,Private,HS-grad,Married-civ-spouse,Craft-repair,0
13913,Private,Assoc-voc,Never-married,Other-service,1
13914,State-gov,HS-grad,Separated,Craft-repair,0
13915,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
13916,Local-gov,Masters,Divorced,Prof-specialty,0
13917,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
13918,Private,HS-grad,Never-married,Other-service,0
13919,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
13920,Private,11th,Never-married,Craft-repair,0
13921,Private,HS-grad,Separated,Craft-repair,0
13922,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,0
13923,Private,Some-college,Widowed,Priv-house-serv,1
13924,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
13925,Private,10th,Never-married,Other-service,1
13926,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,0
13927,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
13928,Private,Some-college,Never-married,Farming-fishing,1
13929,Private,Some-college,Separated,Other-service,1
13930,Private,HS-grad,Married-civ-spouse,Transport-moving,0
13931,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,0
13932,Private,Masters,Married-civ-spouse,Prof-specialty,0
13933,Private,Some-college,Never-married,Machine-op-inspct,1
13934,Private,11th,Married-civ-spouse,Adm-clerical,0
13935,Private,HS-grad,Married-civ-spouse,Tech-support,0
13938,Private,Some-college,Married-civ-spouse,Craft-repair,0
13939,Private,HS-grad,Never-married,Sales,0
13940,Private,HS-grad,Married-civ-spouse,Other-service,0
13941,Private,HS-grad,Never-married,Craft-repair,0
13943,Private,Some-college,Never-married,Sales,1
13944,Private,Bachelors,Widowed,Prof-specialty,0
13945,Private,Assoc-voc,Never-married,Machine-op-inspct,1
13946,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
13947,Private,Bachelors,Divorced,Prof-specialty,0
13948,Private,11th,Married-civ-spouse,Adm-clerical,0
13949,Private,Some-college,Never-married,Craft-repair,1
13950,Private,HS-grad,Married-civ-spouse,Craft-repair,0
13951,Private,HS-grad,Divorced,Machine-op-inspct,0
13952,Private,Some-college,Never-married,Other-service,1
13953,Private,HS-grad,Married-civ-spouse,Craft-repair,0
13954,Private,HS-grad,Married-spouse-absent,Other-service,0
13955,Local-gov,HS-grad,Never-married,Handlers-cleaners,0
13956,Private,HS-grad,Separated,Priv-house-serv,0
13957,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
13958,Private,Some-college,Married-civ-spouse,Adm-clerical,1
13959,Private,Some-college,Married-civ-spouse,Sales,0
13960,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
13961,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
13962,Private,Some-college,Divorced,Adm-clerical,1
13963,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
13964,Private,HS-grad,Married-civ-spouse,Transport-moving,0
13965,Private,Some-college,Never-married,Adm-clerical,1
13966,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
13967,Private,11th,Never-married,Sales,1
13968,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0
13969,Private,11th,Married-civ-spouse,Machine-op-inspct,0
13970,Private,10th,Married-civ-spouse,Machine-op-inspct,0
13972,State-gov,Assoc-acdm,Never-married,Exec-managerial,1
13973,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
13974,Private,HS-grad,Never-married,Adm-clerical,1
13975,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,0
13976,Federal-gov,Some-college,Divorced,Adm-clerical,1
13977,Private,Some-college,Married-civ-spouse,Exec-managerial,0
13978,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
13979,Private,HS-grad,Married-civ-spouse,Other-service,0
13980,Self-emp-not-inc,Doctorate,Separated,Prof-specialty,0
13981,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,0
13982,Private,HS-grad,Widowed,Adm-clerical,0
13983,Private,HS-grad,Never-married,Adm-clerical,1
13985,State-gov,Some-college,Married-civ-spouse,Adm-clerical,1
13986,Private,HS-grad,Married-civ-spouse,Other-service,0
13987,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,0
13988,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0
13989,Private,Some-college,Married-civ-spouse,Transport-moving,0
13990,Private,HS-grad,Never-married,Sales,0
13991,Private,Bachelors,Never-married,Prof-specialty,1
13992,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,0
13994,Private,Some-college,Never-married,Sales,1
13995,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
13996,Private,Bachelors,Married-civ-spouse,Craft-repair,0
13998,Private,HS-grad,Divorced,Craft-repair,0
13999,Private,HS-grad,Never-married,Adm-clerical,1
14000,Private,11th,Never-married,Handlers-cleaners,1
14001,Self-emp-inc,Some-college,Married-civ-spouse,Sales,0
14002,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,0
14003,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,0
14004,Private,HS-grad,Never-married,Craft-repair,0
14005,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,0
14006,Private,11th,Never-married,Machine-op-inspct,1
14007,Private,HS-grad,Divorced,Other-service,0
14008,Federal-gov,Some-college,Married-civ-spouse,Tech-support,0
14009,Private,HS-grad,Married-civ-spouse,Transport-moving,0
14010,Private,Bachelors,Married-civ-spouse,Tech-support,0
14011,Private,HS-grad,Married-civ-spouse,Sales,0
14012,Private,Some-college,Married-civ-spouse,Handlers-cleaners,0
14013,Private,7th-8th,Married-civ-spouse,Farming-fishing,0
14014,Private,Some-college,Never-married,Handlers-cleaners,1
14015,Private,Prof-school,Never-married,Prof-specialty,1
14016,Private,Assoc-voc,Married-civ-spouse,Craft-repair,0
14017,Private,Some-college,Never-married,Other-service,1
14018,Private,Masters,Divorced,Prof-specialty,0
14019,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
14020,Private,Assoc-acdm,Divorced,Sales,0
14022,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,1
14023,Private,HS-grad,Never-married,Sales,0
14024,Private,Some-college,Married-civ-spouse,Protective-serv,0
14025,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0
14026,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14027,Private,HS-grad,Never-married,Exec-managerial,0
14028,Private,Some-college,Divorced,Adm-clerical,1
14029,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
14030,Private,Some-college,Divorced,Farming-fishing,1
14031,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
14032,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,0
14033,Private,HS-grad,Never-married,Craft-repair,0
14034,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
14035,Private,Assoc-voc,Never-married,Craft-repair,0
14036,Private,Assoc-voc,Never-married,Exec-managerial,1
14037,Private,10th,Divorced,Transport-moving,0
14038,Private,11th,Never-married,Adm-clerical,1
14039,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
14040,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,0
14041,Private,HS-grad,Married-spouse-absent,Craft-repair,0
14043,State-gov,HS-grad,Never-married,Adm-clerical,1
14044,Private,Some-college,Never-married,Adm-clerical,1
14045,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
14046,Self-emp-not-inc,Some-college,Separated,Craft-repair,0
14047,Private,Assoc-voc,Never-married,Tech-support,1
14048,Private,Bachelors,Never-married,Adm-clerical,1
14050,Private,HS-grad,Married-civ-spouse,Farming-fishing,0
14051,Private,11th,Married-civ-spouse,Sales,0
14052,Private,1st-4th,Married-civ-spouse,Craft-repair,0
14053,Private,HS-grad,Never-married,Handlers-cleaners,0
14054,Self-emp-inc,12th,Married-civ-spouse,Exec-managerial,0
14055,Private,12th,Never-married,Handlers-cleaners,1
14056,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,0
14057,Private,7th-8th,Divorced,Handlers-cleaners,0
14058,Private,Some-college,Never-married,Adm-clerical,1
14059,Private,Bachelors,Never-married,Handlers-cleaners,1
14060,Private,Some-college,Married-civ-spouse,Prof-specialty,0
14061,Private,Some-college,Married-civ-spouse,Craft-repair,0
14062,Local-gov,Prof-school,Divorced,Prof-specialty,0
14063,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14064,Private,Bachelors,Never-married,Other-service,1
14065,Private,HS-grad,Never-married,Adm-clerical,1
14066,Private,Bachelors,Divorced,Adm-clerical,1
14067,Private,Some-college,Never-married,Sales,1
14068,Private,Bachelors,Married-civ-spouse,Craft-repair,0
14070,Private,Assoc-voc,Divorced,Other-service,0
14071,Private,HS-grad,Divorced,Other-service,0
14072,Private,HS-grad,Never-married,Tech-support,0
14073,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
14074,State-gov,Some-college,Widowed,Prof-specialty,1
14075,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,1
14076,Private,Some-college,Never-married,Other-service,1
14077,Federal-gov,Masters,Married-civ-spouse,Sales,0
14079,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,0
14080,Private,Some-college,Married-civ-spouse,Sales,0
14081,Private,Bachelors,Never-married,Exec-managerial,1
14082,Private,HS-grad,Never-married,Other-service,0
14083,Local-gov,HS-grad,Never-married,Exec-managerial,0
14085,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
14086,Private,HS-grad,Divorced,Sales,0
14087,Private,HS-grad,Married-civ-spouse,Farming-fishing,0
14088,Private,HS-grad,Never-married,Handlers-cleaners,0
14090,State-gov,HS-grad,Separated,Adm-clerical,0
14091,Private,Bachelors,Never-married,Adm-clerical,1
14092,Private,11th,Never-married,Prof-specialty,1
14093,Private,Bachelors,Married-civ-spouse,Tech-support,0
14095,Private,Some-college,Never-married,Sales,1
14096,Private,11th,Never-married,Craft-repair,0
14097,Private,Some-college,Never-married,Other-service,1
14098,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,1
14099,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,0
14100,Private,HS-grad,Divorced,Machine-op-inspct,0
14101,Local-gov,Bachelors,Married-spouse-absent,Adm-clerical,1
14103,Private,Some-college,Separated,Exec-managerial,1
14104,Private,HS-grad,Never-married,Adm-clerical,1
14105,State-gov,HS-grad,Never-married,Adm-clerical,1
14106,Private,Bachelors,Married-civ-spouse,Sales,0
14107,Private,Preschool,Married-civ-spouse,Other-service,0
14108,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14109,Private,11th,Never-married,Other-service,1
14110,State-gov,HS-grad,Separated,Other-service,0
14111,Private,Assoc-acdm,Never-married,Adm-clerical,1
14112,Private,HS-grad,Never-married,Other-service,0
14113,Private,10th,Never-married,Handlers-cleaners,1
14114,Private,Some-college,Divorced,Exec-managerial,1
14115,Private,HS-grad,Divorced,Prof-specialty,0
14116,Private,Some-college,Married-civ-spouse,Protective-serv,0
14117,Private,7th-8th,Separated,Other-service,0
14118,State-gov,Some-college,Married-civ-spouse,Other-service,0
14119,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
14120,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14121,Private,HS-grad,Never-married,Handlers-cleaners,0
14122,Self-emp-not-inc,Some-college,Never-married,Other-service,1
14123,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,0
14124,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,1
14125,Private,HS-grad,Never-married,Craft-repair,0
14126,Private,Some-college,Never-married,Craft-repair,1
14127,Private,Some-college,Never-married,Handlers-cleaners,1
14128,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
14129,Private,9th,Never-married,Other-service,1
14130,Private,HS-grad,Married-civ-spouse,Other-service,0
14131,Self-emp-not-inc,Some-college,Divorced,Other-service,1
14133,Private,Assoc-acdm,Married-civ-spouse,Tech-support,0
14134,Private,Some-college,Married-civ-spouse,Sales,0
14135,Self-emp-inc,HS-grad,Divorced,Craft-repair,0
14136,Private,HS-grad,Married-civ-spouse,Transport-moving,0
14137,Private,Some-college,Married-civ-spouse,Other-service,0
14138,Private,HS-grad,Never-married,Craft-repair,0
14139,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,0
14140,Private,HS-grad,Divorced,Sales,0
14141,Private,11th,Never-married,Priv-house-serv,1
14142,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
14143,Private,10th,Never-married,Other-service,1
14144,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,0
14145,Private,Some-college,Never-married,Adm-clerical,1
14146,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
14147,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,0
14148,Private,HS-grad,Never-married,Craft-repair,0
14149,Private,10th,Divorced,Handlers-cleaners,0
14151,Private,HS-grad,Never-married,Craft-repair,0
14152,Private,HS-grad,Never-married,Sales,0
14153,Federal-gov,HS-grad,Never-married,Adm-clerical,1
14154,Private,Some-college,Never-married,Craft-repair,1
14155,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
14156,Private,Some-college,Never-married,Sales,1
14158,Private,Some-college,Married-civ-spouse,Adm-clerical,1
14159,Private,HS-grad,Never-married,Sales,0
14160,Private,Some-college,Married-civ-spouse,Handlers-cleaners,0
14161,Private,12th,Never-married,Handlers-cleaners,1
14162,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,0
14163,Private,Some-college,Divorced,Adm-clerical,1
14164,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,0
14165,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0
14167,Private,HS-grad,Married-civ-spouse,Prof-specialty,0
14168,Private,Some-college,Divorced,Tech-support,1
14169,Private,HS-grad,Separated,Other-service,0
14170,Private,HS-grad,Married-civ-spouse,Transport-moving,0
14171,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
14172,Private,Bachelors,Never-married,Adm-clerical,1
14173,Private,12th,Never-married,Sales,1
14174,Private,Assoc-voc,Never-married,Exec-managerial,1
14175,Private,5th-6th,Never-married,Handlers-cleaners,1
14176,Private,HS-grad,Never-married,Exec-managerial,0
14177,Private,Masters,Never-married,Prof-specialty,1
14178,Private,HS-grad,Never-married,Transport-moving,0
14179,Private,Some-college,Married-civ-spouse,Other-service,0
14180,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
14181,Self-emp-not-inc,Some-college,Divorced,Craft-repair,0
14182,Private,HS-grad,Divorced,Other-service,0
14183,Private,Bachelors,Never-married,Craft-repair,0
14184,Private,Some-college,Divorced,Adm-clerical,1
14185,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
14186,Private,HS-grad,Never-married,Machine-op-inspct,0
14187,Private,7th-8th,Married-civ-spouse,Transport-moving,0
14188,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,0
14189,Private,Some-college,Never-married,Adm-clerical,1
14190,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14191,Federal-gov,HS-grad,Widowed,Exec-managerial,0
14192,Private,Bachelors,Never-married,Prof-specialty,1
14193,Private,11th,Married-civ-spouse,Craft-repair,0
14195,Private,Some-college,Married-civ-spouse,Craft-repair,0
14196,Private,HS-grad,Never-married,Craft-repair,0
14197,Private,HS-grad,Never-married,Transport-moving,0
14198,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14199,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
14200,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
14201,Local-gov,Some-college,Married-civ-spouse,Craft-repair,0
14202,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,0
14203,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
14204,Private,Some-college,Never-married,Other-service,1
14205,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
14206,Private,HS-grad,Never-married,Machine-op-inspct,0
14208,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,0
14209,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
14210,Private,10th,Never-married,Sales,1
14211,Local-gov,5th-6th,Married-civ-spouse,Protective-serv,0
14212,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
14213,Private,Bachelors,Never-married,Exec-managerial,1
14214,State-gov,HS-grad,Married-AF-spouse,Adm-clerical,0
14215,Private,Assoc-voc,Married-civ-spouse,Other-service,0
14216,Private,Some-college,Married-civ-spouse,Adm-clerical,1
14218,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0
14219,State-gov,Some-college,Divorced,Adm-clerical,1
14220,State-gov,Assoc-acdm,Never-married,Exec-managerial,1
14221,Private,Some-college,Divorced,Sales,1
14222,Private,Some-college,Never-married,Adm-clerical,1
14223,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0
14224,Private,Some-college,Married-civ-spouse,Craft-repair,0
14225,Federal-gov,Bachelors,Divorced,Prof-specialty,0
14226,Private,Some-college,Divorced,Craft-repair,0
14227,Private,Some-college,Never-married,Handlers-cleaners,1
14228,Private,Some-college,Never-married,Craft-repair,1
14229,Private,7th-8th,Widowed,Other-service,0
14231,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
14232,Private,Some-college,Married-civ-spouse,Sales,0
14233,Private,HS-grad,Married-civ-spouse,Farming-fishing,0
14234,Private,HS-grad,Married-civ-spouse,Transport-moving,0
14235,Private,Bachelors,Married-civ-spouse,Sales,0
14236,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,0
14237,Private,Some-college,Divorced,Exec-managerial,1
14238,Private,Some-college,Married-civ-spouse,Craft-repair,0
14239,Private,10th,Widowed,Other-service,0
14240,State-gov,Bachelors,Never-married,Prof-specialty,1
14241,Private,HS-grad,Married-civ-spouse,Transport-moving,0
14242,Private,HS-grad,Never-married,Other-service,0
14243,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
14244,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
14245,Private,Bachelors,Divorced,Handlers-cleaners,0
14247,Private,Bachelors,Never-married,Tech-support,1
14248,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,0
14249,Local-gov,Some-college,Never-married,Adm-clerical,1
14250,Private,Some-college,Never-married,Other-service,1
14251,Private,11th,Never-married,Other-service,1
14252,Private,Bachelors,Divorced,Sales,0
14254,Private,HS-grad,Widowed,Priv-house-serv,0
14255,Private,HS-grad,Never-married,Sales,0
14256,Self-emp-inc,HS-grad,Never-married,Sales,0
14257,Local-gov,HS-grad,Never-married,Adm-clerical,1
14259,Private,Assoc-voc,Married-civ-spouse,Other-service,0
14260,Private,Some-college,Married-spouse-absent,Sales,1
14261,Self-emp-not-inc,10th,Widowed,Transport-moving,0
14262,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,0
14263,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
14264,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14265,Private,Some-college,Divorced,Exec-managerial,1
14266,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
14267,Local-gov,Bachelors,Divorced,Prof-specialty,0
14268,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
14270,Private,HS-grad,Divorced,Craft-repair,0
14271,Private,HS-grad,Never-married,Sales,0
14272,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
14273,Private,Some-college,Never-married,Other-service,1
14275,Private,HS-grad,Never-married,Handlers-cleaners,0
14276,Local-gov,HS-grad,Married-civ-spouse,Other-service,0
14277,State-gov,HS-grad,Married-civ-spouse,Other-service,0
14278,State-gov,Bachelors,Married-civ-spouse,Protective-serv,0
14279,Private,Bachelors,Never-married,Sales,1
14280,Private,HS-grad,Widowed,Machine-op-inspct,0
14281,Private,11th,Divorced,Other-service,0
14282,Private,11th,Never-married,Priv-house-serv,1
14283,Private,HS-grad,Widowed,Other-service,0
14284,Self-emp-not-inc,Some-college,Never-married,Craft-repair,1
14285,State-gov,Doctorate,Divorced,Prof-specialty,0
14286,Private,Bachelors,Married-civ-spouse,Craft-repair,0
14287,Private,Assoc-voc,Never-married,Sales,1
14288,Private,Doctorate,Never-married,Prof-specialty,1
14289,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,0
14290,Self-emp-not-inc,7th-8th,Married-civ-spouse,Other-service,0
14291,Private,5th-6th,Separated,Machine-op-inspct,0
14292,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
14293,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14294,Private,11th,Never-married,Other-service,1
14295,Private,10th,Never-married,Other-service,1
14296,Private,Some-college,Married-civ-spouse,Adm-clerical,1
14298,Private,HS-grad,Divorced,Craft-repair,0
14299,Private,HS-grad,Divorced,Priv-house-serv,0
14300,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
14301,Private,Bachelors,Divorced,Exec-managerial,0
14302,Private,Some-college,Never-married,Machine-op-inspct,1
14303,Private,Some-college,Widowed,Exec-managerial,1
14304,Private,Some-college,Separated,Other-service,1
14305,State-gov,Masters,Never-married,Prof-specialty,1
14306,Private,Some-college,Divorced,Adm-clerical,1
14307,Self-emp-not-inc,HS-grad,Separated,Craft-repair,0
14309,Private,10th,Never-married,Farming-fishing,1
14310,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
14311,Private,Some-college,Never-married,Adm-clerical,1
14312,Private,Some-college,Never-married,Adm-clerical,1
14313,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,0
14314,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
14315,Private,Some-college,Married-civ-spouse,Craft-repair,0
14316,Private,Some-college,Never-married,Adm-clerical,1
14317,Private,5th-6th,Never-married,Transport-moving,1
14318,Private,11th,Separated,Machine-op-inspct,0
14319,Private,HS-grad,Separated,Machine-op-inspct,0
14320,Private,Some-college,Married-civ-spouse,Protective-serv,0
14321,Private,Bachelors,Never-married,Prof-specialty,1
14322,Private,HS-grad,Divorced,Machine-op-inspct,0
14323,Private,HS-grad,Divorced,Sales,0
14324,Local-gov,Some-college,Divorced,Adm-clerical,1
14325,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
14326,Private,Bachelors,Never-married,Sales,1
14327,Private,HS-grad,Married-civ-spouse,Sales,0
14328,Private,Some-college,Married-civ-spouse,Adm-clerical,1
14330,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
14331,Private,Some-college,Married-civ-spouse,Exec-managerial,0
14332,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,0
14333,Private,Bachelors,Married-spouse-absent,Other-service,0
14334,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
14335,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
14337,Private,10th,Widowed,Other-service,0
14338,Private,9th,Divorced,Priv-house-serv,0
14339,Local-gov,Masters,Married-civ-spouse,Adm-clerical,0
14340,Local-gov,HS-grad,Married-civ-spouse,Other-service,0
14341,Private,HS-grad,Never-married,Adm-clerical,1
14342,Private,10th,Married-civ-spouse,Farming-fishing,0
14343,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0
14344,Private,9th,Never-married,Farming-fishing,1
14345,Federal-gov,Some-college,Never-married,Exec-managerial,1
14346,Private,Some-college,Never-married,Tech-support,1
14347,Private,HS-grad,Divorced,Sales,0
14348,Private,Some-college,Never-married,Other-service,1
14349,Private,HS-grad,Married-civ-spouse,Prof-specialty,0
14350,Private,HS-grad,Divorced,Other-service,0
14351,Private,Bachelors,Divorced,Prof-specialty,0
14352,Private,HS-grad,Married-civ-spouse,Sales,0
14353,Private,Some-college,Married-civ-spouse,Adm-clerical,1
14354,Private,HS-grad,Married-civ-spouse,Transport-moving,0
14355,Private,Bachelors,Married-civ-spouse,Sales,0
14356,Private,HS-grad,Never-married,Sales,0
14357,Private,HS-grad,Divorced,Adm-clerical,0
14358,Private,Some-college,Never-married,Sales,1
14359,Local-gov,Bachelors,Never-married,Prof-specialty,1
14360,Federal-gov,Bachelors,Divorced,Adm-clerical,1
14361,Private,Some-college,Never-married,Sales,1
14362,Private,10th,Never-married,Sales,1
14363,Private,Bachelors,Never-married,Exec-managerial,1
14364,Private,Assoc-acdm,Never-married,Exec-managerial,1
14365,Private,Some-college,Married-civ-spouse,Adm-clerical,1
14366,Federal-gov,HS-grad,Never-married,Handlers-cleaners,0
14367,Private,HS-grad,Married-civ-spouse,Sales,0
14368,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14370,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
14371,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,0
14372,State-gov,Masters,Never-married,Adm-clerical,1
14373,Federal-gov,Bachelors,Divorced,Prof-specialty,0
14374,Private,11th,Widowed,Farming-fishing,0
14375,Private,Some-college,Married-civ-spouse,Other-service,0
14376,Private,11th,Never-married,Prof-specialty,1
14377,Private,HS-grad,Never-married,Adm-clerical,1
14378,Private,HS-grad,Married-civ-spouse,Craft-repair,0
14379,Private,Bachelors,Married-civ-spouse,Sales,0
14380,Private,Assoc-voc,Never-married,Prof-specialty,1
14381,Private,Assoc-voc,Never-married,Craft-repair,0
14382,Private,Masters,Married-civ-spouse,Prof-specialty,0
14383,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,0
14384,Private,10th,Never-married,Machine-op-inspct,1
14385,Private,Masters,Married-civ-spouse,Machine-op-inspct,0
